"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","3560","Validar dados do filme Law Abiding Citizen","","2025-12-05","passed","2025-12-05","","form.tests.DatabaseTest","form.tests.DatabaseTest","validateMovieInformation"
